count,date,title,description,org_link,link
185,2024-02-07 14:02:00,[화보] 웨이커 리오 “우리의 장점? 각자 매력과 개성 달라 대중들도 개개인의...,"데뷔 소감을 묻자 “우리가 다른 <b>신인 그룹</b>보다 평균 연령도 높고, 연습생 생활도 길다. 부담도 있지만 이겨내고 열심히 하려고 한다”며 포부를 밝혔다. 데뷔 앨범과 소개를 부탁하자 “이제 시작이다. 앞으로 나올... ",https://www.bntnews.co.kr/article/view/bnt202402060105,https://www.bntnews.co.kr/article/view/bnt202402060105
186,2024-02-07 14:02:00,"[화보] 웨이커 “데뷔곡 ‘ATLANTIS’, 청량하고 신나는 팝으로 어떤 분위기와...","데뷔 소감을 묻자 “우리가 다른 <b>신인 그룹</b>보다 평균 연령도 높고, 연습생 생활도 길다. 부담도 있지만 이겨내고 열심히 하려고 한다”며 포부를 밝혔다. 데뷔 앨범과 소개를 부탁하자 “이제 시작이다. 앞으로 나올... ",https://www.bntnews.co.kr/article/view/bnt202402060092,https://www.bntnews.co.kr/article/view/bnt202402060092
187,2024-02-07 14:02:00,[화보] 웨이커 고현 “데뷔하자마자 영화 주연? 꾸준히 연극-뮤지컬-웹드라마...,"데뷔 소감을 묻자 “우리가 다른 <b>신인 그룹</b>보다 평균 연령도 높고, 연습생 생활도 길다. 부담도 있지만 이겨내고 열심히 하려고 한다”며 포부를 밝혔다. 데뷔 앨범과 소개를 부탁하자 “이제 시작이다. 앞으로 나올... ",https://www.bntnews.co.kr/article/view/bnt202402060098,https://www.bntnews.co.kr/article/view/bnt202402060098
188,2024-02-07 14:02:00,"[화보] 웨이커 새별 “대중들에게 기대치 낮은 <b>그룹</b>일 수 있지만, 놀라운 성과...","데뷔 소감을 묻자 “우리가 다른 <b>신인 그룹</b>보다 평균 연령도 높고, 연습생 생활도 길다. 부담도 있지만 이겨내고 열심히 하려고 한다”며 포부를 밝혔다. 데뷔 앨범과 소개를 부탁하자 “이제 시작이다. 앞으로 나올... ",https://www.bntnews.co.kr/article/view/bnt202402060104,https://www.bntnews.co.kr/article/view/bnt202402060104
189,2024-02-07 14:02:00,"[화보] 웨이커 “결성 후 얼마 되지 않아 데뷔 준비, 처음엔 잘 안 맞았지만 ...","데뷔 소감을 묻자 “우리가 다른 <b>신인 그룹</b>보다 평균 연령도 높고, 연습생 생활도 길다. 부담도 있지만 이겨내고 열심히 하려고 한다”며 포부를 밝혔다. 데뷔 앨범과 소개를 부탁하자 “이제 시작이다. 앞으로 나올... ",https://www.bntnews.co.kr/article/view/bnt202402060103,https://www.bntnews.co.kr/article/view/bnt202402060103
190,2024-02-07 14:02:00,[화보] 웨이커 세범 “데뷔 후 가장 신기한 것? 스트리밍 사이트에 내 목소리...,"데뷔 소감을 묻자 “우리가 다른 <b>신인 그룹</b>보다 평균 연령도 높고, 연습생 생활도 길다. 부담도 있지만 이겨내고 열심히 하려고 한다”며 포부를 밝혔다. 데뷔 앨범과 소개를 부탁하자 “이제 시작이다. 앞으로 나올... ",https://www.bntnews.co.kr/article/view/bnt202402060100,https://www.bntnews.co.kr/article/view/bnt202402060100
191,2024-02-07 14:02:00,[화보] 웨이커 이준 “데뷔 확정 후 부모님 반응? ‘이제 용돈 안 주겠다’고...,"데뷔 소감을 묻자 “우리가 다른 <b>신인 그룹</b>보다 평균 연령도 높고, 연습생 생활도 길다. 부담도 있지만 이겨내고 열심히 하려고 한다”며 포부를 밝혔다. 데뷔 앨범과 소개를 부탁하자 “이제 시작이다. 앞으로 나올... ",https://www.bntnews.co.kr/article/view/bnt202402060102,https://www.bntnews.co.kr/article/view/bnt202402060102
192,2024-02-07 14:00:00,"[화보] 웨이커 권협 “데뷔 전 우여곡절 많아, 18살에 연습생 시작해 ‘프듀 ...","데뷔 소감을 묻자 “우리가 다른 <b>신인 그룹</b>보다 평균 연령도 높고, 연습생 생활도 길다. 부담도 있지만 이겨내고 열심히 하려고 한다”며 포부를 밝혔다. 데뷔 앨범과 소개를 부탁하자 “이제 시작이다. 앞으로 나올... ",https://www.bntnews.co.kr/article/view/bnt202402060093,https://www.bntnews.co.kr/article/view/bnt202402060093
193,2024-02-07 13:43:00,"[mhn포토] <b>신인</b> 보이<b>그룹</b> 노매드, &quot;데뷔는 우리 이야기의 시작점&quot;",지난달 24일 서울 강남구의 한 연습실에서 데뷔를 준비하고 있는 <b>신인</b> 보이<b>그룹</b> 노매드가 포즈를 취하고 있다. 노매드 <b>그룹</b>명은 'Need Our Microphone And Dances'의 줄임말로 '진심으로 춤추고 무대를 즐기기... ,https://www.mhnse.com/news/articleView.html?idxno=253462,https://n.news.naver.com/mnews/article/445/0000172876?sid=106
194,2024-02-07 13:36:00,"다이몬, 김종국‧(여자)아이들‧제베원 등 가요계 선배들과 '햇님이 챌린지'","SSQ엔터테인먼트의 <b>신인</b> 보이 <b>그룹</b> 다이몬은 지난달 17일 데뷔 이후 공식 SNS를 통해 타이틀곡 'Burn Up(번 업)'의 챌린지 영상을 꾸준히 공개하고 있다. 'Burn Up'은 트랩(TRAP) 장르의 곡으로, 동양적인 사운드와 함께... ",https://www.raonnews.com/news/article.html?no=33459,https://www.raonnews.com/news/article.html?no=33459
195,2024-02-07 13:21:00,승무원-운동선수 준비하다 노매드로...데뷔 전 이렇게 뭉쳤다[인터뷰②],'<b>신인</b> 보이<b>그룹</b>' 노매드 '멤버 전원 20대? 증명할 자신 있어'[인터뷰①]에 이어서... 각자의 길을 걷던 노매드(NOMAD) 멤버들이 하나의 팀으로 뭉친 일화를 풀어냈다. 지난달 24일 서울 강남구의 한 연습실에서 데뷔를 준비하고... ,https://www.mhnse.com/news/articleView.html?idxno=253225,https://n.news.naver.com/mnews/article/445/0000172873?sid=106
196,2024-02-07 12:53:00,"‘보아 프로듀싱’ NCT WISH, 21일 도쿄돔 데뷔 무대→28일 싱글 발매",SM엔터테인먼트 <b>신인</b> 보이<b>그룹</b> NCT WISH(엔시티 위시)가 선배 뮤지션 보아의 지원사격 속 데뷔한다. 2월 7일 SM엔터테인먼트에 따르면 NCT WISH는 ‘WISH for Our WISH’(위시 포 아워 위시)라는 캐치프레이즈 아래 NCT... ,https://www.newsen.com/news_view.php?uid=202402071248260410,https://n.news.naver.com/mnews/article/609/0000821442?sid=106
197,2024-02-07 12:51:00,'바지 거꾸로→전원 금발' 에잇턴 &quot;뻔한 건 하고 싶지 않아요&quot; [엑's 인터뷰②...,지난해 1월 '에잇턴라이즈(8TURNRISE)'로 가요계에 발을 내디딘 에잇턴은 자유분방하면서도 완벽하게 합이 맞는 안무로 <b>신인</b> 보이<b>그룹</b>들의 연이은 데뷔와 매서운 활약 속에서도 자신들만의 입지를 쌓았다. &quot;비활동기에도... ,https://www.xportsnews.com/article/1819608,https://n.news.naver.com/mnews/article/311/0001689552?sid=106
198,2024-02-07 12:46:00,"다이몬, ‘햇님이 챌린지’로 시선 강탈…짧고 강렬한 퍼포먼스","SSQ엔터테인먼트의 <b>신인</b> 보이<b>그룹</b> 다이몬은 지난달 17일 데뷔 이후 공식 SNS를 통해 타이틀곡 'Burn Up(번 업)'의 챌린지 영상을 꾸준히 공개하고 있다. 'Burn Up'은 트랩(TRAP) 장르의 곡으로, 동양적인 사운드와 함께... ",http://www.globalepic.co.kr/view.php?ud=202402070741183334d3244b4fed_29,http://www.globalepic.co.kr/view.php?ud=202402070741183334d3244b4fed_29
199,2024-02-07 11:36:00,"TWS(투어스), 특급 <b>신인</b>다운 행보…日 오리콘 2주 만의 정상ㆍ국내 음원사이트...",비즈엔터 이성미 기자 | 플레디스의 <b>신인</b> 보이<b>그룹</b> TWS(투어스)가 특급 <b>신인</b>의 행보를 걷고 있다. TWS는 지난달 30일부터 지난 2일까지 구글 트렌드 검색량 글로벌 부문에서 5세대 보이<b>그룹</b>(2023~2024년 데뷔 기준)... ,http://enter.etoday.co.kr/news/view/254386,http://enter.etoday.co.kr/news/view/254386
200,2024-02-07 11:12:00,"<b>신인</b> 보이<b>그룹</b> 올아워즈, 데뷔 첫 美 페스티벌 무대 선다","<b>신인</b> 보이<b>그룹</b> 올아워즈(ALL(H)OURS)가 미국 페스티벌 무대에 선다. 7일 소속사 이든엔터테인먼트에 따르면, 올아워즈(건호·유민·제이든·민제·마사미·현빈·온)는 오는 4월 26일부터 28일(현지 시간) 미국... ",https://www.nocutnews.co.kr/news/6092374,https://n.news.naver.com/mnews/article/079/0003861624?sid=106
201,2024-02-07 11:04:00,이젠 ‘00팝’이다…K-팝 아이돌 ‘세계관의 종말’,"‘세븐틴 동생 <b>그룹</b>’으로 불리며 데뷔한 플레디스엔터테인먼트의 <b>신인 그룹</b> 투어스(TWS)는 ‘보이후드 팝’ 음악을 추구한다. 이 역시 투어스만의 ‘독자 장르’로, 1990년대 인기를 얻은 만화가 천계영의 ‘언플러그드... ",http://news.heraldcorp.com/view.php?ud=20240207000361,https://n.news.naver.com/mnews/article/016/0002263907?sid=103
202,2024-02-07 10:44:00,"아이유→베이비몬스터, 뮤빗 1월 동영상 차트 정상 '글로벌 인기 과시'",사진=뮤빗(Mubeat) <b>신인</b> 걸<b>그룹</b> 베이비몬스터(BABYMONSTER)가 글로벌 인기를 과시했다. 7일 글로벌 팬덤 플랫폼 뮤빗(Mubeat)이 공개한 1월 동영상 차트에 따르면 베이비몬스터의 'BATTER UP(배터 업)' 뮤직비디오가 12월에... ,http://www.newsinside.kr/news/articleView.html?idxno=1543571,http://www.newsinside.kr/news/articleView.html?idxno=1543571
203,2024-02-07 10:40:00,"베이비몬스터, 뮤빗 1월 동영상 차트 1위",아이유·(여자)아이들·엔믹스 등 걸<b>그룹</b> 상위권 점유  <b>신인</b> 걸<b>그룹</b> 베이비몬스터(BABYMONSTER)가 글로벌 인기를 과시했다. 7일 글로벌 팬덤 플랫폼 뮤빗(Mubeat)이 공개한 1월 동영상 차트에 따르면 베이비몬스터의... ,https://www.raonnews.com/news/article.html?no=33427,https://www.raonnews.com/news/article.html?no=33427
204,2024-02-07 10:23:00,쉽고 재미있다! 다이몬 '햇님이 챌린지' 눈길,"SSQ엔터테인먼트의 <b>신인</b> 보이 <b>그룹</b> 다이몬은 지난달 17일 데뷔 이후 공식 SNS를 통해 타이틀곡 'Burn Up(번 업)'의 챌린지 영상을 꾸준히 공개하고 있다. 'Burn Up'은 트랩(TRAP) 장르의 곡으로, 동양적인 사운드와 함께... ",https://www.etnews.com/20240207000058,https://n.news.naver.com/mnews/article/030/0003179566?sid=106
205,2024-02-07 10:18:00,"다이몬, 특별 '햇님이 챌린지' 눈길…'K팝 새 에너지'","SSQ엔터테인먼트의 <b>신인</b> 보이 <b>그룹</b> 다이몬은 지난달 17일 데뷔 이후 공식 SNS를 통해 타이틀곡 'Burn Up(번 업)'의 챌린지 영상을 꾸준히 공개하고 있다. 'Burn Up'은 트랩(TRAP) 장르의 곡으로, 동양적인 사운드와 함께... ",https://www.apnews.kr/news/articleView.html?idxno=3015963,https://www.apnews.kr/news/articleView.html?idxno=3015963
206,2024-02-07 10:18:00,"다이몬, '햇님이 챌린지'로 '숏폼 대세' 등극","SSQ엔터테인먼트의 <b>신인</b> 보이 <b>그룹</b> 다이몬은 지난달 17일 데뷔 이후 공식 SNS를 통해 타이틀곡 'Burn Up(번 업)'의 챌린지 영상을 꾸준히 공개하고 있다. 'Burn Up'은 트랩(TRAP) 장르의 곡으로, 동양적인 사운드와 함께... ",https://www.dailysportshankook.co.kr/news/articleView.html?idxno=320631,https://www.dailysportshankook.co.kr/news/articleView.html?idxno=320631
207,2024-02-07 10:16:00,"[HI★초점] 키스오브라이프, K팝 걸<b>그룹</b> 시장의 새 바람",그래미닷컴이 발표한 '2024년 주목해야 할 K팝 <b>신인</b> 11팀' 명단에서도 키스오브라이프는 쟁쟁한 <b>신인 그룹</b>들과 함께 이름을 올리며 자신들의 가능성을 입증했다. 또 아직 일본 정식 데뷔 전임에도 오는 20일 개최되는 첫 일본... ,https://www.hankookilbo.com/News/Read/A2024020511040002043?did=NA,https://n.news.naver.com/mnews/article/469/0000784374?sid=106
208,2024-02-07 10:16:00,"다이몬, 가요계 선배들과 '햇님이 챌린지' 눈길","SSQ엔터테인먼트의 <b>신인</b> 보이 <b>그룹</b> 다이몬은 지난달 17일 데뷔 이후 공식 SNS를 통해 타이틀곡 'Burn Up(번 업)'의 챌린지 영상을 꾸준히 공개하고 있다. 'Burn Up'은 트랩(TRAP) 장르의 곡으로, 동양적인 사운드와 함께... ",http://www.fnnews.com/news/202402071015100905,https://n.news.naver.com/mnews/article/014/0005139545?sid=106
209,2024-02-07 09:58:00,"<b>신인 그룹</b> 노매드, 레트로 + 독특한 감성 충만한 데뷔 EP 티저 이미지 오픈","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 감각적인 티저 이미지를 공개하고 본격적인 데뷔 프로모션에 돌입했다. 소속사 노매드 엔터테인먼트는 지난 5일과 6일 자정, 노매드(도의, 상하, 원, 리버, 준호) 공식 SNS를 통해 첫... ",http://www.koreastocknews.com/news/articleView.html?idxno=96534,http://www.koreastocknews.com/news/articleView.html?idxno=96534
210,2024-02-07 09:46:00,"베이비몬스터, 뮤빗 동영상 차트 2개월 연속 1위...엔믹스·아이유 뒤이어","이 외에도 칼 같은 군무와 무대 장악력으로 주목받는 <b>신인</b> 보이<b>그룹</b> 올아워즈(ALL(H)OURS)의 '으랏차차(GOTCHA)'가 4위, 완벽한 보컬과 퍼포먼스 실력부터 셀프 프로듀싱까지 독보적인 음악적 역량을 자랑하는... ",https://www.newsculture.press/news/articleView.html?idxno=542662,https://www.newsculture.press/news/articleView.html?idxno=542662
211,2024-02-07 09:29:00,신한과 뉴진스가 다시 만난 이유,신한은 2022년 모바일 통합 플랫폼 '뉴쏠(New SOL)'을 새롭게 선보이며 캠페인 모델로 <b>신인 그룹</b>인 뉴진스와 인연을 맺었다. 이후 이번 '슈퍼SOL' 론칭을 위해 다시 광고모델로 만났다. 뉴진스는 그사이 국내 정상급 아이돌... ,http://www.fnnews.com/news/202402070903434092,https://n.news.naver.com/mnews/article/014/0005139492?sid=101
212,2024-02-07 09:27:00,"노매드, 레트로 감성 티저사진 공개…데뷔 앨범 앞두고 기대감 UP","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 감각적인 티저 이미지를 공개하고 데뷔 카운트다운을 시작했다. 소속사 노매드 엔터테인먼트는 지난 5일과 6일 노매드(도의, 상하, 원, 리버, 준호) 공식 SNS를 통해 첫 EP '노매드' 1차, 2차... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=657866,https://n.news.naver.com/mnews/article/477/0000472580?sid=106
213,2024-02-07 09:13:00,"투어스, 기록적 지표로 증명한 ‘특급 <b>신인</b>’ 타이틀",플레디스엔터테인먼트 <b>신인</b> 보이<b>그룹</b> TWS(투어스)가 각종 지표에서 기록적인 성과를 보이며 ‘특급 <b>신인</b>’ 면모를 입증했다. TWS(신유·도훈·영재·한진·지훈·경민)는 5세대 보이<b>그룹</b>(2023~2024년 데뷔 기준) 가운데... ,https://www.newsen.com/news_view.php?uid=202402070907090410,https://n.news.naver.com/mnews/article/609/0000821331?sid=106
214,2024-02-07 09:11:00,"베이비몬스터, 뮤빗 1월 동영상 차트 1위…엔믹스·아이유도 순위권",<b>신인</b> 걸<b>그룹</b> 베이비몬스터(BABYMONSTER)가 글로벌 인기를 자랑했다. 7일 글로벌 팬덤 플랫폼 뮤빗(Mubeat)이 공개한 1월 동영상 차트에 따르면 베이비몬스터의 ‘배터 업(BATTER UP)’ 뮤직비디오가 12월에 이어 최다 조회... ,https://www.sedaily.com/NewsView/2D59MJ9U3K,https://n.news.naver.com/mnews/article/011/0004297024?sid=106
215,2024-02-07 09:08:00,"노매드, 레트로+독특한 감성 충만한 데뷔 EP 티저 이미지 화제","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 감각적인 티저 이미지를 공개하고 본격적인 데뷔 프로모션에 돌입했다. 소속사 노매드 엔터테인먼트는 지난 5일과 6일 자정, 노매드(도의, 상하, 원, 리버, 준호) 공식 SNS를 통해 첫... ",https://www.raonnews.com/news/article.html?no=33376,https://www.raonnews.com/news/article.html?no=33376
216,2024-02-07 09:06:00,"베이비몬스터, 뮤빗 1월 동영상 차트 정상",<b>신인</b> 걸<b>그룹</b> 베이비몬스터(BABYMONSTER)가 글로벌 인기를 과시했다. 7일 글로벌 팬덤 플랫폼 뮤빗(Mubeat)이 공개한 1월 동영상 차트에 따르면 베이비몬스터의 'BATTER UP(배터 업)' 뮤직비디오가 12월에 이어 최다 조회... ,https://www.slist.kr/news/articleView.html?idxno=524279,https://www.slist.kr/news/articleView.html?idxno=524279
217,2024-02-07 08:44:00,"다이몬(DXMON), '햇님이 챌린지' 시선강탈…김종국ㆍ(여자)아이들 미연ㆍ제베...","SSQ엔터테인먼트의 <b>신인</b> 보이 <b>그룹</b> 다이몬은 지난달 17일 데뷔 이후 공식 SNS를 통해 타이틀곡 'Burn Up(번 업)'의 챌린지 영상을 꾸준히 공개하고 있다. 'Burn Up'은 트랩(TRAP) 장르의 곡으로, 동양적인 사운드와 함께... ",http://enter.etoday.co.kr/news/view/254356,http://enter.etoday.co.kr/news/view/254356
218,2024-02-07 08:34:00,"노매드, 데뷔 EP 티저 이미지 공개...유니크한 분위기","<b>신인</b> 보이<b>그룹</b> 노매드(NOMAD)가 감각적인 티저 이미지를 공개했다. 소속사 노매드 엔터테인먼트는 지난 5일과 6일 자정, 노매드(도의, 상하, 원, 리버, 준호) 첫 EP 'NOMAD'의 1차, 2차 티저 이미지를 각각 공개했다.... ",https://www.slist.kr/news/articleView.html?idxno=524247,https://www.slist.kr/news/articleView.html?idxno=524247
219,2024-02-07 08:29:00,"노매드, 28일 데뷔 카운트다운…감각적 티저 공개","<b>신인</b> 보이<b>그룹</b> 노매드가 감각적인 티저 이미지를 공개하고 본격적인 데뷔 프로모션에 돌입했다. 소속사 노매드 엔터테인먼트는 지난 5일과 6일 자정, 노매드 공식 SNS를 통해 첫 EP ‘노매드’의 1차, 2차 티저 이미지를... ",https://isplus.com/article/view/isp202402070042,https://n.news.naver.com/mnews/article/241/0003328784?sid=106
220,2024-02-07 07:42:00,"제베원 성한빈→김종국, 다이몬 '햇님이 챌린지' 참여","SSQ엔터테인먼트의 <b>신인</b> 보이 <b>그룹</b> 다이몬은 지난달 17일 데뷔 이후 공식 SNS를 통해 타이틀곡 'Burn Up(번 업)'의 챌린지 영상을 꾸준히 공개하고 있다. 'Burn Up'은 트랩(TRAP) 장르의 곡으로, 동양적인 사운드와 함께... ",https://www.slist.kr/news/articleView.html?idxno=524200,https://www.slist.kr/news/articleView.html?idxno=524200
221,2024-02-07 07:32:00,숫자 그 이상의 가치…유니스의 가능성 [MK★이슈],활동을 뒷받침해 줄 든든한 지원군 F&amp;F엔터테인먼트까지. 보통의 <b>신인 그룹</b>과는 출발선상 자체가 다르다. 앞으로 날개를 활짝 펼칠 일만 남았다. 유니스가 걸<b>그룹</b>의 새로운 선봉장으로 우뚝 설 수 있을지 지켜볼 일이다.,https://www.mk.co.kr/article/10938318,https://n.news.naver.com/mnews/article/410/0000980322?sid=106
222,2024-02-07 05:28:00,[줌인] 라이즈 이모셔널팝·투어스 보이후드팝이 대체 뭔가요?,◇당신들의 ‘보이후드’를 기억하고 응원해 플레디스엔터테인먼트 <b>신인 그룹</b>인 투어스는 일명 ‘보이후드 팝’으로 승부수를 띄웠다. 보이후드 팝은 일상 속에서 아름다운 감상을 불러일으키는 환상적이고 감각적인... ,https://isplus.com/article/view/isp202402050047,https://n.news.naver.com/mnews/article/241/0003328753?sid=106
223,2024-02-06 21:03:00,"신세계 외손녀, 아이돌 데뷔설…“상반기 데뷔 목표” <b>신인 그룹</b>, 누구길래","신세계 <b>그룹</b> 외손녀가 더블랙레이블 소속 <b>신인</b> 걸<b>그룹</b>으로 데뷔할 예정이라는 추측이 나오는 가운데, 소속사는 6일 올해 상반기 데뷔 목표로 걸<b>그룹</b>을 준비 중이라고 밝혔다. 더블랙레이블은 이날 오후 보도자료를 내고... ",http://news.heraldcorp.com/view.php?ud=20240206000858,https://n.news.naver.com/mnews/article/016/0002263615?sid=103
224,2024-02-06 18:22:00,"라이즈, 2월 1주차 <b>신인</b> 아이돌 <b>그룹</b> 트렌드지수 순위 1위...르세라핌·뉴진스...","2024년 2월 1주차 <b>신인</b> 아이돌 <b>그룹</b> 랭키파이 분석 결과 라이즈가 트렌드지수 19,695포인트로 전주보다 7,772포인트 하락했지만 1위에 올랐다. 랭키파이 <b>신인</b> 아이돌 <b>그룹</b> 트렌드 지수는 2024년 1월 5주차 키워드... ",https://www.cwn.kr/news/articleView.html?idxno=25841,https://www.cwn.kr/news/articleView.html?idxno=25841
225,2024-02-06 18:11:00,&quot;테디 걸<b>그룹</b> 갈아타&quot;…'베이비몬스터 팬덤' 분열하나 [엑's 이슈],"음악 프로듀서 테디가 수장으로 있는 더블랙레이블이 올해 상반기 데뷔 목표로 <b>신인</b> 걸<b>그룹</b> 론칭 계획을 밝힌 가운데, YG엔터테인먼트 <b>신인 그룹</b> 베이비몬스터 팬덤이 분열되는 모양새다. 더블랙레이블은 6일 공식... ",https://www.xportsnews.com/article/1821644,https://n.news.naver.com/mnews/article/311/0001689286?sid=106
226,2024-02-06 14:16:00,"투어스 멤버들, '엎어지면 코 닿을 사이'…&quot;때에 따라 달라&quot;","박결 인턴 기자 = <b>신인 그룹</b> '투어스(TWS)'가 첫 자체 콘텐츠 예능을 선보였다. 6일 플레디스엔터테인먼트에 따르면, 투어스는 지난 5일 오후 9시 팀 공식 유튜브 밑 글로벌 팬덤 라이프 플랫폼 위버스(Weverse) 채널에 자체... ",http://www.newsis.com/view/?id=NISX20240206_0002618575&cID=10601&pID=10600,https://n.news.naver.com/mnews/article/003/0012361135?sid=106
227,2024-02-06 13:21:00,'<b>신인</b> 보이<b>그룹</b>' 노매드 '멤버 전원 20대? 증명할 자신 있어'[인터뷰①],"<b>신인 그룹</b> 노매드(NOMAD)가 빅뱅을 롤모델로 꼽은 뒤 '태풍의 눈'이 되겠다는 포부를 밝혔다. 지난달 24일 서울 강남구의 한 연습실에서 데뷔를 준비하고 있는 <b>신인</b> 보이<b>그룹</b> 노매드(도의, 리버, 상하, 원, 준호)와... ",https://www.mhnse.com/news/articleView.html?idxno=253221,https://n.news.naver.com/mnews/article/445/0000172715?sid=106
228,2024-02-06 13:12:00,[더벨][thebell note]큐브엔터와 (여자)아이들 '2',8년 만에 <b>신인</b> 보이<b>그룹</b> 데뷔를 앞두고 있다. 판을 뒤흔들 준비는 마무리 단계에 접어들었다. '(여자)아이들'이 최근 선보인 2집 앨범 제목은 '2'(Two)다. 멤버 5명이 작사·작곡에 참여해 내면 이야기를 담았다고 한다.... ,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202401260749236200107516,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202401260749236200107516
229,2024-02-06 12:55:00,TWS가 쏘아 올린 세대별 아이돌 청량곡 11,세븐틴 이후 9년 만의 후배 보이<b>그룹</b>이라는 기대에 그 이상으로 부응하는 <b>신인 그룹</b>의 탄생이다. 뮤직비디오 링크 인스타그램 @riize_official RIIZE 'Memories' (2023) | 난 놓치고 싶지 않아 반짝이는 우리인 거야... ,https://www.gqkorea.co.kr/2024/02/06/tws%ea%b0%80-%ec%8f%98%ec%95%84-%ec%98%ac%eb%a6%b0-%ec%84%b8%eb%8c%80%eb%b3%84-%ec%95%84%ec%9d%b4%eb%8f%8c-%ec%b2%ad%eb%9f%89%ea%b3%a1-11/?utm_source=naver&utm_medium=partnership,https://www.gqkorea.co.kr/2024/02/06/tws%ea%b0%80-%ec%8f%98%ec%95%84-%ec%98%ac%eb%a6%b0-%ec%84%b8%eb%8c%80%eb%b3%84-%ec%95%84%ec%9d%b4%eb%8f%8c-%ec%b2%ad%eb%9f%89%ea%b3%a1-11/?utm_source=naver&utm_medium=partnership
230,2024-02-06 08:41:00,걸<b>그룹</b> 연습생·클럽 DJ·유튜버…재벌가 자제들이 달라졌다,더블랙레이블도 <b>신인 그룹</b>에 대한 정보에 대해서는 일절 언급하지 않았다. 이에 문씨가 실제 데뷔할지에 가요계 안팎의 이목이 쏠리고 있다. 더블랙레이블에는 <b>그룹</b> 빅뱅 출신 태양과 자이언티 등 가수를 비롯해 배우... ,https://www.seoul.co.kr/news/newsView.php?id=20240206500011&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003428778?sid=101
231,2024-02-06 07:06:00,"'세븐틴 동생' 투어스, 첫 자체 예능 '엎어지면 코 닿을 사이'",<b>신인 그룹</b> TWS(투어스)가 첫 자체 콘텐츠 예능을 선보인다. TWS(신유·도훈·영재·한진·지훈·경민)는 5일 오후 9시 팀 공식 유튜브 및 글로벌 팬덤 라이프 플랫폼 위버스(Weverse) 채널에 자체 콘텐츠 예능 '엎어지면 코... ,https://www.slist.kr/news/articleView.html?idxno=523860,https://www.slist.kr/news/articleView.html?idxno=523860
232,2024-02-06 06:01:00,서구권만? 르세라핌・아이브・에스파까지…영어곡으로 국내외 차트 노리는 걸...,지난해 초 <b>신인 그룹</b>이던 피프티 피프티가 ‘큐피드’의 영어 버전으로 중소기획사의 한계를 극복하고 미국 빌보드 ‘핫 100’에 초고속 진입하는 드라마를 쓰게 되면서 영어곡 열풍에 더욱 불을 붙였다. 써클차트... ,https://www.sportsseoul.com/news/read/1397026?ref=naver,https://n.news.naver.com/mnews/article/468/0001028474?sid=106
233,2024-02-05 17:16:00,"이명희 신세계 회장 외손녀, 네이버 창업자 이해진 아들과 한솥밥 먹나",더블랙레이블도 <b>신인 그룹</b>에 대한 정보에 대해서는 일절 언급하지 않았다. 더블랙레이블은 해당 사진에 대해 입장을 내놓지 않았다. 더블랙레이블 관계자는 &quot;데뷔하지 않은 연습생의 정보는 외부에 알릴 수 없다&quot;고... ,http://news.tf.co.kr/read/economy/2073907.htm,https://n.news.naver.com/mnews/article/629/0000265497?sid=101
234,2024-02-05 15:46:00,"NEXZ, 퍼포먼스 비디오 유튜브 1백만 뷰 돌파…‘잠재력 입증’","NEXZ는 2023년 JYP와 일본 최대 음반사 소니뮤직이 합작한 오디션 프로그램 '니지 프로젝트'(Nizi Project) 시즌 2를 통해 탄생한 <b>신인</b> 보이<b>그룹</b>으로 팀 결성 후 음원 발매, 현지 방송 출연 등 활약을 펼치고 있다.... ",http://www.globalepic.co.kr/view.php?ud=202402050928221103d3244b4fed_29,http://www.globalepic.co.kr/view.php?ud=202402050928221103d3244b4fed_29
235,2024-02-05 14:36:00,"넥스지, 퍼포먼스 비디오 100만 뷰 돌파…잠재력 입증","NEXZ는 2023년 JYP와 일본 최대 음반사 소니뮤직이 합작한 오디션 프로그램 '니지 프로젝트'(Nizi Project) 시즌 2를 통해 탄생한 <b>신인</b> 보이<b>그룹</b>으로 팀 결성 후 음원 발매, 현지 방송 출연 등 활약을 펼치고... ",,https://n.news.naver.com/mnews/article/415/0000025127?sid=106
236,2024-02-05 14:14:00,"라이즈, 르세라핌, 뉴진스...2월 1주차 <b>신인</b> 아이돌 <b>그룹</b> 트렌드지수 순위","랭키파이 2월 1주차 <b>신인</b> 아이돌 <b>그룹</b> 트렌드 지수에서 라이즈가 트렌드 지수 19,695포인트로 1위에 올랐다. <b>신인</b> 아이돌 <b>그룹</b> 트렌드 지수는 전주 키워드 검색량과 구글트렌드 점수를 랭키파이가 자체적으로... ",https://www.delighti.co.kr/news/articleView.html?idxno=74706,https://www.delighti.co.kr/news/articleView.html?idxno=74706
